English,Hindi,Original
"This is the same Francisca, about whom it has been said that her relationship with Berlusconi is a sham.","यह एक ही फ्रांसिसका है, जिसके बारे में कहा गया है कि बिमारी के साथ उसका संबंध एक ताल है।","यह वहीं फ्रांसिस्का हैं, जिनके रिश्ते के बारे कहा जा रहा था कि बलरुस्कोनी के साथ उनका रिश्ता महज दिखावा है।"
Berlusconi's close friend and the Bunga Bunga Girl Marythell Polanco revealed that she was also invited to this secret wedding.,"बंगाली का करीबी दोस्त और बनगा की लड़की, जंद्रको ने प्रकट किया कि उन्हें इस गुप्त विवाह में भी आमंत्रित किया गया था।",बर्लुस्कोनी की नजदीकी दोस्त और बुंगा-बुंगा गर्ल मार्थेल पोलांको ने खुलासा किया है कि उन्हें भी इस खुफिया विवाह में आमंत्रित किया गया था।
This ceremony took place three weeks ago.,यह समारोह तीन सप्ताह पहले हुआ था।,यह समारोह तीन हफ्ते पहले ही हुआ है।
"During the revelation on Italian Radio 2, when Polanco was asked what would happen if those two were to get married, Polanco replied that they are already married.","इतालवी रेडियो 2 पर प्रकाश के दौरान, जब पोलनको से पूछा गया कि क्या होगा अगर उन दोनों को विवाह करना है, पोलो ने उत्तर दिया कि वे पहले से ही विवाहित हैं।","इटैलियन रेडियो2 पर हुए खुलासे में जब पोलांको से पूछा गया कि अगर यह दोनों शादी कर लें तो क्या होगा, इस पर पोलांको ने कहा है कि वे दोनों पहले से ही शादीशुदा हैं।"
This was not a public ceremony.,यह एक सार्वजनिक समारोह नहीं था।,यह कोई सार्वजनिक समारोह नहीं था।
This wedding was held in the chapel at the former Prime Minister's home.,यह विवाह भूतपूर्व प्रधानमंत्री के घर पर चर्च में आयोजित किया गया था।,यह शादी पूर्व प्रधानमंत्री के घर में स्थित निजी चैपल में हुई थी।
"Other than this, no one can say anything more.","इसके अलावा, कोई भी कुछ और नहीं कह सकता है।",इसके अलावा कोई कुछ नहीं बता सकता।
"However, she did not go to the wedding.","लेकिन, वह शादी नहीं हुई।",हालांकि वह इस शादी में नहीं गई।
She had sent her best wishes to the newlyweds.,उन्होंने अपनी सबसे अच्छी इच्छा को नवीकरण के लिए भेजा था।,उन्होंने अपनी बधाई नवजोड़े को भेज दी है।
They got married about three weeks ago on October 8th or 9th.,उन्होंने 8 अक्टूबर या 9 वीं को लगभग तीन सप्ताह पहले शादी कर ली।,दोनों ने करीब तीन हफ्ते पहले यानी 8 या 9 अक्टूबर को विवाह रचाया।
"He got engaged about 8 months ago to the 28 year old woman, Francesca Pascale, who is 50 years younger than him.","उन्होंने लगभग 8 महीने पहले 28 साल की महिला, फ्रांस के स्‍थाल, जो उससे 50 साल छोटी है, से बातचीत की।",करीब 8 महीने पहले अपने से 50 साल छोटी 28 वर्षीय महिला फ्रांसेस्का पास्कल से सगाई की थी।
"To avoid embarrassment, Berlusconi claimed loneliness as the reason for his decision to marry.","शर्म से बचने के लिए, ब्लूची ने विवाह करने के अपने निर्णय का कारण के रूप में अकेलेपन का दावा किया।",किरकिरी से बचने के लिए बर्लुस्कोनी ने अपने इस फैसले के पीछे अकेलेपन को आधार बनाया था।
"Between the hide and seek with the sun, rain continued in low-lying areas.","छिपे हुए और सूरज के साथ खोज करने के बीच, बारिश कम गति के क्षेत्रों में जारी रही।",निचले इलाकों में भी सूरज की आंख-मिचौली के बीच रुक-रुककर बारिश जारी रही।
This created a cold front in the valley.,इसने घाटी में एक ठंडा अग्रभाग बनाया।,इसके साथ ही पूरी वादी में शीतलहर शुरू हो गई है।
"The cold could be gauged by the fact that the minimum temperature at Shrinagar was 4.8 degrees Celsius, in Gulmarg it was below 0 at -0.2 degrees and in Leh it reached -1.8 degrees Celsius.","इस तथ्य से शीत तापमान की माप की जा सकती है कि श्रीागर में न्यूनतम तापमान 4.8 डिग्री रुपये था, इसमें यह 0.2 डिग्री से नीचे था और लेह में इसे -1 डिग्री रुपये तक पहुंच गया था।","ठंड का अंदाजा इसी बात से लगाया जा सकता है कि श्रीनगर में न्यूनतम तापमान 4.8 डिग्री सेल्सियस, गुलमर्ग में शून्य से नीचे -0.2 डिग्री और लेह में -1.8 डिग्री सेल्सियस पहुंच गया है।"
Leh was the coolest place in the whole state.,लेह पूरे राज्य में सबसे शांत जगह थी।,पूरे राज्य में लेह सबसे ठंडा रहा।
"However, due to rain and snow the strategically important Srinagar to Leh national highway has been closed to traffic.","लेकिन, बारिश के कारण और लह राष्ट्रीय राजमार्ग तक महत्वपूर्ण श्रीनाजर को तेजी से बारिश और हिम को यातायात में बंद कर दिया गया है।","वहीं, बारिश और हिमपात के चलते सामरिक दृष्टि से महत्वपूर्ण श्रीनगर-लेह राष्ट्रीय राजमार्ग यातायात के लिए बंद हो गया है।"
There is heavy snowfall in the Jozilla Pass.,जजिला पास में भारी हिम की गिरावट है।,जोजिला दर्रे पर भारी हिमपात हुआ है।
This is the fourth snowfall of the season in the Kashmir valley and the first heavy snowfall.,यह योगी घाटी के मौसम और पहली भारी हिम की पृष्ठभूमि है।,कश्मीर के पहाड़ी इलाकों में इस मौसम का यह चौथा और पहला भारी हिमपात हुआ है।
"Due to the western disturbance activity, since the early hours of Thursday the higher hilly regions have experienced some snowfall and the low lying areas had rainfall, that continued until late into the evening.","पश्चिमी वसंत गतिविधि के बाद से, उच्च पहाड़ी क्षेत्रों के प्रारंभिक घंटों से ही कुछ हिम की वर्षा हुई है और कम नीचे पड़े हुए क्षेत्रों में बारिश होती है, जो शाम तक जारी रहती है।","पश्चिमी विक्षोभ की सक्रियता के कारण वीरवार तड़के ही वादी के उच्चपर्वतीय इलाकों में हिमपात व निचले इलाकों में बारिश का दौर शुरू हो गया, जो देर शाम तक जारी रहा।"
Normal life has also been affected by the cold.,सामान्य जीवन को भी ठंड से प्रभावित किया गया है।,ठंड से सामान्य जनजीवन भी प्रभावित होकर रह गया।
People remained in their homes to avoid the cold.,लोग ठंड से बचने के लिए अपने घरों में रह रहे थे।,शीतलहर से बचने के लिए लोग घरों में दुबके रहे।
"Meanwhile, the electricity supply has also failed in this area.","इस बीच, इस क्षेत्र में बिजली आपूर्ति भी विफल हुई है।","इस बीच, कई इलाकों में बिजली आपूर्ति भी ठप रहा।"
The day temperatures in Shrinagar were four degrees below normal and were recorded at 13.7 degrees Celsius.,श्रीागर में दिन का तापमान सामान्य से चार डिग्री नीचे था और इसे 137 डिग्री सेमीशन में दर्ज किया गया था।,श्रीनगर का दिन का अधिकतम तापमान सामान्य से चार डिग्री नीचे 13.7 डिग्री सेल्सियस दर्ज किया गया।
"Due to the rains along with strong winds in Jammu in the early morning of Thursday, the cold increased at night.","गुरुवार की सुबह की सुबह जम्मू में बाढ़ के साथ बारिश के कारण, रात को ठंड बढ़ गई।",वहीं जम्मू में भी वीरवार तड़के तेज हवा के साथ हुई बारिश के कारण रात के समय ठंड बढ़ गई है।
A minimum temperature of 16.6 and a maximum temperature of 27.0 degrees Celsius were recorded in Jammu.,16.6 का न्यूनतम तापमान और जम्मू में 27 डिग्री सेमी का अधिकतम तापमान दर्ज किया गया था।,जम्मू में न्यूनतम तापमान 16.6 और अधिकतम 27.0 डिग्री सेल्सियस रिकॉर्ड किया गया।
"According to the weather department, the influence of the western disturbances is declining and the weather will improve by Friday.","मौसम विभाग के अनुसार, पश्चिमी आपदाओं का प्रभाव कम हो रहा है और मौसम शुक्रवार तक सुधार करेगा।","मौसम विभाग के अनुसार, पश्चिमी विक्षोभ का प्रभाव घटने लगा है और शुक्रवार से मौसम में सुधार आएगा।"
"According to the Shrinagar weather department's Director, Sonam Lots, the weather in the valley from November the first to the seventh is expected to be dry.","श्रीरंग मौसम विभाग के निदेशक, संम लूत के अनुसार, पहले नवंबर से सातवीं घाटी में मौसम को सूखी होने की अपेक्षा की जाती है।",श्रीनगर स्थित मौसम विभाग के निदेशक सोनम लोट्स के अनुसार पहली नवंबर से एक सात नवंबर तक वादी में मौसम शुष्क रहने की संभावना है।
"Asaram, jailed on sexual assault charges, was once again disappointed by the Supreme Court on Friday.","रम, लैंगिक हमले के आरोपों पर जेल में कैद एक बार फिर शुक्रवार को सर्वोच्च न्यायालय द्वारा निराश हो गया।",यौन उत्पीड़न के आरोप में जेल में बंद आसाराम को शुक्रवार को एक बार फिर सुप्रीम कोर्ट से निराशा ही हाथ लगी।
"It was pleaded on behalf of Asaram that the media coverage is presenting him as a kind of Dracula drinking the blood of children, but the Supreme Court denied his request to ban the media coverage.","आसाराम के पक्ष में यह निवेदन किया गया कि मीडिया कवरेज उसे बच्चों के खून के रूप में प्रस्तुत कर रहा है, लेकिन सर्वोच्च न्यायालय ने मीडिया कवरेज पर प्रतिबंध लगाने के लिए अपनी अनुरोध को अस्वीकार किया।","आसाराम की ओर से दलील दी गई मीडिया कवरेज में उन्हें बच्चों का रक्त पीने वाले ड्रैकुला के रूप में पेश किया जा रहा है, लेकिन अदालत ने मीडिया कवरेज पर रोक लगाने की उनकी मांग खारिज कर दी।"
Chief Judge P. Satshivam's panel refused to ban the media coverage about Asaram and said that they had read every word reported by the media and had not found anything objectionable in it.,मुख्य न्यायाधीश पी. उद्घाटन के पैनल ने आसाराम के बारे में मीडिया कवर पर प्रतिबंध लगाने से इंकार कर दिया और कहा कि उन्होंने मीडिया द्वारा रिपोर्ट किए गए हर शब्द को पढ़ा था और इसमें कोई अनुचित नहीं पाया था।,मुख्य न्यायाधीश पी. सतशिवम की पीठ ने आसाराम के बारे में मीडिया को खबर चलाने से रोकने का आदेश देने से इन्कार करते हुए कहा कि उन्होंने मीडिया में रिपोर्ट किए गये हर शब्द को देखा है और उन्हें उसमें दखल देने का कोई कारण नजर नहीं आता।
When they are receiving information from the police and other people how can we stop them?,जब उन्हें पुलिस और अन्य लोगों से सूचना मिल रही है तो हम उन्हें कैसे रोक सकते हैं?,जब पुलिस और अन्य लोगों से वे सूचनाएं हासिल कर रहे हैं तो हम उन्हें कैसे रोक सकते हैं।
Before that Asaram's lawyers accused the media of showing highly biased news.,इससे पहले कि आसाराम के वकील ने अत्यधिक पक्षपात की खबर देने के माध्यम पर दोष लगाया।,इससे पहले आसाराम के वकील ने मीडिया पर आरोप लगाया कि वह उनके बारे में बढ़ा-चढ़ा कर खबरें दिखा रहा है।
The country has so many newspapers and news channels.,देश में इतने सारे समाचार पत्र और समाचार चैनल हैं।,देश में इतने अखबार और चैनल हैं।
"They cannot file cases against every one of them, but the panel was not influenced by this plea and refused to file a complaint, saying that they had other options too.","वे उनमें से प्रत्येक के खिलाफ कुछ भी नहीं कर सकते, लेकिन पैनल इस अनुरोध से प्रभावित नहीं हुआ और उन्होंने शिकायत करने से इंकार कर दिया, और कहा कि उनके पास भी अन्य विकल्प थे।","वे किस-किस के खिलाफ मामला दाखिल करें, लेकिन पीठ इन दलीलों से प्रभावित नहीं हुई और मामले में दखल देने से इन्कार करते हुए कहा कि उनके पास और भी विकल्प हैं।"
The Court has already previously denied Asaram's request to ban the media coverage.,न्यायालय ने पहले ही मीडिया कवरिंग पर प्रतिबंध लगाने के लिए आसाराम की अनुरोध को अस्वीकार कर दिया है।,इससे पहले भी एक बार कोर्ट मीडिया कवरेज पर रोक लगाने की आसाराम की मांग ठुकरा चुका है।
The officers of the department claim that this is the biggest case of TDS theft to date.,विभाग के अधिकारी दावा करते हैं कि यह टीडीएस चोरी का सबसे बड़ा मामला है।,विभाग के अधिकारियों का दावा है कि यह अब तक की सबसे बड़ी टीडीएस चोरी का मामला है।
"The director of the Mall group made payments to all the financial institutions after deducting the TDS, but did not deposit it in the government treasury.","मुगल समूह के निर्देशक ने टीडीएस को देने के बाद सभी वित्तीय संस्थानों को भुगतान किया, लेकिन सरकार के भंडार में इसे जमा नहीं किया।","मॉल के ग्रुप संचालक ने टीडीएस काटकर संबंधित वित्तीय संस्थानों को भुगतान तो किया, लेकिन सरकारी खजाने में इसका भुगतान नहीं किया।"
In this way he kept the accumulated TDS amount.,इस तरह से उन्होंने जमा टीडीएस राशि को रखा।,ऐसा करके टीडीएस का रुपया खुद के पास जमा करता रहा।
"The Mumbai Income Tax team, along with the team from the Jaipur Income tax department, raided this group on October 17th.",मुंबई में कर टीम के साथ ही 17 अक्टूबर को इस समूह पर हमला किया गया।,इस ग्रुप पर 17 अक्टूबर को मुंबई से आई अन्वेषण टीम ने जयपुर अन्वेषण टीम के साथ मिलकर कार्रवाई की थी।
During the investigation of this group it was revealed that this businessman had deducted the TDS but had not paid it in.,इस समूह की जांच के दौरान यह प्रकट किया गया कि इस व्यापारी ने टीडीएस को धोखा दिया था लेकिन उन्होंने इसमें भुगतान नहीं किया था।,इसी कड़ी की जांच में पता चला था कि इस व्यापारी ने टीडीएस तो काटा है लेकिन जमा नहीं कराया।
This is why the TDS team initiated an income tax survey of this group.,इसी कारण टीडीएस टीम ने इस समूह के एक आय कर सर्वेक्षण का आयोजन किया।,इसी कारण से टीडीएस की टीम ने गुरुवार को इस ग्रुप पर आयकर सर्वे की कार्रवाई शुरू की थी।
"About 15 days before, raids and a survey was carried out on the mall's group of directors, before there was any risk of the accounts being sealed.","लगभग 15 दिन पहले, संसद के निदेशकों के समूह पर एक सर्वेक्षण किया गया था, इससे पहले कि खातों पर मुहर लगाने का कोई जोखिम नहीं था।",खाते सील होने का खतरा करीब 15 दिन पूर्व इस मॉल संचालक के ग्रुप पर छापे और सर्वे की कार्रवाई हुई थी।
"Angry with these actions, the businessman clearly told the officers of the income tax department that he is not ready to pay the TDS amount due to the income tax department right now.","इन कार्यों से क्रोधित, व्यापारी ने वित्तीय कर विभाग के अधिकारियों को स्पष्ट रूप से बताया कि वह अभी आय कर विभाग के कारण टीडीएस भुगतान करने के लिए तैयार नहीं है।",इस कार्रवाई से नाराज इस व्यापारी ने आयकर विभाग के अधिकारियों को साफ कह दिया है कि वे अभी आयकर विभाग को टीडीएस का रुपया चुकाने को तैयार नहीं हैं।
The Income tax department is continuing to target him and take action.,आगामी कर विभाग उसे लक्ष्य रखने और कार्रवाई करने के लिए जारी है।,आयकर विभाग उन्हें लगातार टारगेट करके कार्रवाइयां कर रहा है।
In this case the officers have explained that if payment is not made the accounts will be frozen and a recovery procedure will be initiated.,इस मामले में अधिकारियों ने बताया है कि अगर भुगतान नहीं किया जाता है तो खातों को जमा किया जाएगा और एक बहाल प्रक्रिया शुरू की जाएगी।,इस मामले में जांच कर रहे अधिकारियों ने स्पष्ट किया है कि भुगतान नहीं होने की स्थिति में खाते सील करके रिकवरी की कार्रवाई की जाएगी।
As Diwali is approaching the demand for desserts has increased.,"जैसे ही दिली व्यंजनों के लिए मांग के निकट आ रही है, तब भी बढ़ती जा रही है।",दीपावली को देखते हुए मिठाई की मांग बढ़ जाती है।
"Because of this, the sale of substandard and counterfeit milk solids has increased.","इसके कारण, उपपक्षीय और नक़ली दूध की बिक्री में वृद्धि हुई है।",इसे देखते हुए घटिया व नकली मावे की बिक्री बढ़ जाती है।
"To make the desserts glossy, colourful and sweet, chemicals that are harmful for the health are being used,.","व्यंजनों, रंगीन और मीठा, रसायन बनाने के लिए जो स्वास्थ्य के लिए हानिकारक हैं, इसका उपयोग किया जा रहा है।","मिठाई को और चमकदार, रंगीन व मीठा बनाने के लिए रसायनों का उपयोग किया जाता है, जो स्वास्थ्य के लिए खतरनाक है।"
The Food and Drug Administration Department has launched a campaign against fake milk solids and chemical based desserts.,खाद्य और औषधीय प्रशासन विभाग ने नकली दूध ठोस और रासायनिक आधारों के खिलाफ एक अभियान शुरू किया है।,अन्न व औषधि प्रशासन विभाग ने नकली मावा व रसायनयुक्त मिठाई के खिलाफ अभियान छेड़ दिया है।
The department has seized Rs.70 thousand worth of milk solids brought in from Madhya Pradesh and Rs 5 thousand worth chum chum from the Quetta Colony.,विभाग ने माघा प्रदेश से लाया गया दूध के हजारों टन दूध के मूल्य को ले लिया है और 5 हजार रुपये की किले से 5 हजार रुपये का कपड़ा।,विभाग ने मध्यप्रदेश से आया 70 हजार का मावा व क्वेटा कालोनी से 5 हजार का चमचम जब्त किया।
With the increase in demand of desserts in the market the demand for fake milk solids from Madhya Pradesh has also increased.,बाजार में व्यंजनों की मांग के साथ ही मद्रा प्रदेश से नकली दूध ठोस वस्तुओं की मांग भी बढ़ गई है।,बाजार में मिठाई की मांग बढऩे के साथ ही मध्यप्रदेश से घटिया मावे की मांग भी बढ़ गई है।
The department received a tip off that substandard milk solids were being brought from Madhya Pradesh to Nagpur and stored in soil.,"विभाग को एक प्रस्ताव मिला कि उपसंकृत दूध ठोस ठोस है, जिसे नृत्‍य में नृत्‍य और मिट्टी में जमा किया जा रहा है ।",गंदगी में रखे घटिया मावे को मध्यप्रदेश से नागपुर लाने की सूचना विभाग को मिली।
The milk solids were brought from the transport garage to Nagpur.,दूध की ठोस ठोस सामग्री को नरपुर से लाया जाता था।,ट्रांसपोर्ट गैरेज से मावे की खेप नागपुर मंगाई जा रही है।
The milk solids seized by the department were reported to be worth Rs.70 thousand.,विभाग द्वारा पकड़े जाने वाले दूध ठोस ठोस सामग्री को 70 हजार डॉलर के मूल्य के रूप में बताया गया था।,"विभाग ने इस मावे को कब्जे में लिया, जिसकी कीमत 70 हजार रु बताई गई।"
No one has claimed the milk solids due to the risk of legal action.,कानूनी कार्रवाई के जोखिम के कारण कोई भी दूध ठोस आधार का दावा नहीं करता है।,कार्रवाई के डर ने किसी ने भी मावे पर हक नहीं जताया।
The department has destroyed the same as it was considered unclaimed (unknown).,विभाग ने इसी तरह का विनाश किया है जैसा कि इसे अविवाद्य माना जाता है।,विभाग ने अनक्लेम (अघोषित) संपत्ति मानकर इसे नष्ट कर दिया।
The department raided Jitendra Caterers in the Quetta Colony and seized chum chum worth around Rs.5 thousand.,विभाग ने क्‍या कोषी में ज्‍द्रालय के साथ आक्रमण किया और आर.5 हजार के आस-पास चम को पकड़ लिया।,विभाग ने क्वेटा कालोनी स्थित जीतेंद्र कैटरर्स पर छापा मारकर लगभग 5 हजार के चमचम बरामद किए।
A chemical named sodium hydro-sulphate is used to make the chum chum shiny and more lasting.,"एक रसायन जिसका नाम सोडियम की नली-स्फीति है, इसे चम अलंकृत और अधिक स्थायी बनाने के लिए उपयोग किया जाता है।",चमचम चमकने व ज्यादा दिन तक टिके रहने के लिए सोडियम हाइड्रोसल्फाइट नामक रसायन का इस्तेमाल किया गया था।
A sample has been sent to the laboratory.,प्रयोगशाला में एक नमूना भेजा गया है।,इसका नमूना प्रयोगशाला भेजा जाएगा।
"The joint-commissioner of the department, S.S. Deshmukh, said that the campaign to seize chemical based desserts and substandard or counterfeit milk solids will continue.","विभाग, एस.एस.एस. ओ. डी. डी.क.के, ने कहा कि रसायन आधारित रसायन और उप-संकृत दूध की नींव या नक़ली दूध की ठोसता को पकड़े रखने का अभियान जारी रहेगा।",विभाग के सहआयुक्त एस. एस. देशमुख ने कहा कि रसायनयुक्त मिठाई व घटिया एवं नकली मावे की धरपकड़ का अभियान जारी रहेगा।
The department also said that in the next few days this campaign would intensify.,विभाग ने यह भी कहा कि अगले कुछ दिनों में यह अभियान और भी बढ़ जाएगा।,अगले कुछ दिनों में यह अभियान और तेज करने की जानकारी विभाग की ओर से दी गई है।
The consumption of these desserts can cause poisoning.,इन व्यंजनों का उपल्‍य विनियमक हो सकता है।,इन मिठाइयों के सेवन से विषबाधा भी हो सकती है।
The department has asked tradesmen to use good milk and milk solids when making desserts.,विभाग ने व्यंजन बनाने के दौरान अच्छी दूध और दूध ठोस वस्तुओं का उपयोग करने के लिए कौशल की मांग की है।,"विभाग ने मिठाई व्यवसायियों को अच्छे दूध, मावे से मिठाई बनाने को कहा।"
An appeal has been made on behalf of the department to the public to beware of fake desserts.,एक अपील विभाग के लिए सार्वजनिक रूप से नकली व्यंजनों से सावधान रहने के लिए की गई है।,नकली मिठाई व मावे से सावधान रहने की अपील विभाग की ओर से लोगों को की गई है।
42 selected senior leaders of the state BJP unit gave him a grand reception at the airport.,राज्य के 42 चुने हुए प्रधान नेताओं ने उन्हें हवाई अड्डे पर एक भव्य स्वागत दिया।,प्रदेश भाजपा के चुनिन्दा 42 वरिष्ठ नेताओं ने हवाईअड्डा पर उनकी जोरदार अगवानी की।
It is noteworthy that Modi was here on a consolation tour in Bihar organised by the BJP.,यह उल्लेखनीय है कि मोदी बिहार द्वारा आयोजित बिहार में एक सांत्वना यात्रा पर स्थित था।,उल्लेखनीय है कि मोदी भाजपा द्वारा आयोजित सांत्वना यात्रा के लिए बिहार के दौरे पर आए हैं।
The consolation tour was an exercise organised by the BJP to console the families of the victims of the Patna bomb blasts.,शांति यात्रा को भारती बम विस्फोटों के शिकार परिवारों को सांत्वना प्रदान करने के लिए बीजेपी द्वारा आयोजित किया गया एक अभ्यास था।,सांत्वना यात्रा का आयोजन पटना में हुए विस्फोटों में मारे गए लोगों के परिजनों को भाजपा की ओर से मरहम लगाने की कवायद है।
It is noteworthy that a total of 7 bomb blasts occurred one after the other during Narendra Modi's Hunkaar rally on October 27th.,यह गौर करने योग्य है कि 27 अक्टूबर को नरेन्‍द्र मोदी के मुगल में कुल 7 बम विस्फोट एक के बाद हुए।,उल्लेखनीय है कि पटना में 27 अक्टूबर को नरेन्द्र मोदी की हुंकार रैली के दौरान एक के बाद एक कुल सात धमाके हुए थे।
"Indian Mujahideen terrorists involved in the bombings had intended to cause a stampede during the rally, so that more people would die and to spread panic in the state.","भारतीय मध्‍य ने बमों में शामिल हुए भारतीय मुगलों को सेना के दौरान एक वार करने का इरादा किया था, ताकि अधिक लोग मर जाएँ और राज्य में आतंक फैला सकें।","विस्फोटों में संलिप्त रहे इंडियन मुजाहिदीन के आतंकियों की मंशा रैली के दौरान भगदड़ मचाने की थी, ताकि अधिकाधिक लोग हताहत हों और प्रदेश में दहशत का माहौल बने।"
The terrorists intentions were thwarted but six people died in the blasts.,"अत्याचारियों के इरादे नाकाम हो गए, लेकिन छ: लोग विस्फोटों में मारे गए।","आतंकियों की वह मंशा तो कामयाब नहीं हुई, लेकिन विस्फोटों में छह लोगों की जान चली गई।"
They all have been declared to be martyrs by the BJP.,उन्हें बेजपी द्वारा शहीद घोषित किया गया है।,उन सभी को भाजपा ने शहीद घोषित किया है।
An urn tour was organized from their village by the party leaders on Thursday.,गुरुवार को पार्टी के नेताओं द्वारा उनके गांव से एक यूर्न यात्रा की व्यवस्था की गई थी।,उनके गांव से अस्थि-कलश लेकर पार्टी के नेता गुरुवार से यात्रा पर निकले हैं।
Their remains were buried in the Ganges in Patna on November 5th.,उनकी अवशेषों को 5 नवंबर को पटना में मिट्टी दी गई थी।,पांच नवम्बर को उन सभी की अस्थियां पटना में गंगा में एक साथ प्रवाहित की जाएंगी।
The consolation tour was a part of this tour.,इस यात्रा का एक हिस्सा था।,इसी यात्रा के अंश रूप में सांत्वना यात्रा का आयोजन है।
The main player in this was Narendra Modi.,इसमें मुख्य खिलाड़ी नरेन्‍द्र मोदी थे।,इसके मुख्य किरदार नरेन्द्र मोदी हैं।
He will be going to the villages of the people killed in the bomb blasts to meet the families.,वो परिवारों को पूरा करने के लिए बम विस्फोटों में मारे गए लोगों के गांवों में जा रहे होंगे।,वे शनिवार सुबह सात बजे से विस्फोटों में मारे गए लोगों के गांव जाकर उनके परिजनों से मिलेंगे।
During this meeting and visit he will be donating cheques worth five lakh rupees to each family of the deceased.,इस बैठक के दौरान और यात्रा के दौरान वह मृत परिवार के प्रत्येक परिवार के लिए पाँच लाख रुपये मूल्य का भुगतान करेगा।,इस भेंट-मुलाकात के दौरान वे मृतकों के परिजनों को पांच-पांच रुपये का चेक भी प्रदान करेंगे।
This financial aid has been already announced by the BJP.,यह वित्तीय सहायता पहले ही बीजेपी द्वारा घोषित की गई है।,इस आर्थिक मदद की घोषणा भाजपा ने पहले से ही कर रखी है।
"When the exciting Indian team plays at the M. Chinnaswamy Stadium after their spectacular win in the last match for the seventh and last one-day against Australia, they will be aiming to win this match and win the series.","जब एम. चिन्‍द्र भारतीय टीम सातवीं और ऑस्ट्रेलिया के खिलाफ पिछले एक दिन की लड़ाई में अपनी शानदार जीत के बाद नाटक करती है, तो वे इस प्रतियोगिता को जीतने और श्रृंखला को जीतने का लक्ष्य रख रहे होंगे।",पिछले मैच में मिली धमाकेदार जीत से उत्साहित भारतीय टीम शनिवार को जब एम चिन्नास्वामी स्टेडियम में ऑस्ट्रेलिया के खिलाफ सातवें और अंतिम वनडे में उतरेगी तो उसका लक्ष्य जीत के साथ सीरीज पर कब्जा करना होगा।
"After rains washed out the last two one-day matches, they had to win the Nagpur one-day for India to remain in the series, and its batsmen played an amazing game and had a record win, levelling the series at 2-2.","पिछले दो दिन के जोड़ने के बाद, उन्हें श्रृंखला में रहने के लिए भारत को एक दिन जीतनी थी, और इसके सरदार एक अद्भुत खेल का आयोजन करते थे और एक रिकॉर्ड, 2-2 की श्रृंखला को देखते थे।","बारिश की वजह से लगातार दो वनडे मैच धुल जाने के बाद सीरीज में बने रहने के लिए भारत को किसी भी हाल में नागपुर वनडे जीतना था और उसके बल्लेबाजों ने धमाकेदार प्रदर्शन करते हुए उसे रिकॉर्ड जीत दिलाई, जिससे टीम ने सीरीज में 2-2 से बराबरी की।"
