English,Hindi,Original
"""He does not want multi-party democracy, he does not want transparent elections he does not want peace because he does not want to leave the presidency,"" Mr Mazanga said.","""वह बहुजातीय लोकतंत्र नहीं चाहता, वह नहीं चाहता है कि पारदर्शी चुनाव करें, इसलिए वह शांति नहीं चाहता है क्योंकि वह अध्यक्षता मुद्रा को छोड़ना नहीं चाहता।"""" श्री मैगंग ने कहा।","""वह बहुदलीय लोकतंत्र नहीं चाहता है,  वह राष्ट्रपतित्व को छोड़नानहीं चाहता है क्योंकि वह शांति नहीं चाहता है पारदर्शी चुनाव नहीं चाहता है, ""श्री माझांग   ने कहा.."
"It is unclear how much capacity Renamo has, but it has carried out disruptive hit-and-run attacks on police stations and vehicles on a key north-south highway.","यह स्पष्ट है कि कितना क्षमतानानामो है, लेकिन इसने पुलिस स्टेशनों और एक प्रमुख दक्षिण सड़क पर वाहनों पर अनपेक्षित हिट-क हमले किए हैं।","किस प्रकार की क्षमता रे नमो की है  स्पष्ट  नहीं किया है, लेकिन यह एक प्रमुख उत्तर दक्षिण राजमार्ग पर पुलिस स्टेशनों और वाहनों पर व्यवधानकारी हिट एंड रन के दौरे उन्होंने किए हैं.."
"Most of the skirmishes have taken place in Sofala province, which is several hundred kilometres north of Maputo, but hosts Beira, the port that miners, including Rio Tinto and Vale, rely on to export coal.","सोफला प्रांत में कई सौ किलोमीटर उत्तर की ओर है, लेकिन मेज़बान बीरा, जो कोर और वाएल को निर्यात करने पर भरोसा करते हैं।","झड़पों के अधिकांशसोफा ला प्रांत मेंहै, जोमापुटो के उत्तर में कई सौ किलोमीटर की दूरी पर है, जिसमें मेजबान बीरा पोर्ट है जो रियो टिंटो और घाटी सहित खनिक, कोयला निर्यात करने पर भरोसा करते हैं ."
"In June, Rio suspended its use of the railway for about a week after Renamo threatened to attack the line.","जून में, डेनामो के हमले के लगभग एक सप्ताह बाद, रियो ने रेलवे का उपयोग लगभग एक सप्ताह के लिए किया।",रे नमो लाइन पर हमला करने की धमकी के बाद जून महीने में रियो लगभग एक सप्ताह के लिए रेल्वे ने अपने प्रयोग को निलंबित कर दिया.
Mr Mazanga was coy when asked about whether Renamo would repeat this threat.,"श्री मैजंगा को जब यह धमकी दी जाती थी, तब उन्होंने कहा कि क्या रेनामो इस खतरे को दोहराएगा।",रे नमो इस खतरे को दोहरा पाएंगे या नहीं लगभग पूछे जाने पर श्री माझांगविनीत था.
"Renamo wanted to ""warn the international community that things were not going well in Mozambique,"" Mr Mazanga said.","रोनामो ने कहा कि """"""""""""""""""अनुष्‍यिक समुदाय को चेतावनी दे रही है कि चीजें मोज़ा में अच्छी नहीं जा रही थीं।""","रे नमो  ""चीजें मोजाम्बिक में अच्छी तरह से नहीं जा रहे थे जो अंतरराष्ट्रीय समुदाय को आगाह करना चाहते थे, श्री माझांग ने कहा."
"The instability has added to frustrations with the government, says Fernando Lima, head of Mediacoop, an independent media company, with many people also concerned about corruption, the slow pace of development and a recent spate of kidnappings.","इस संकट ने सरकार के साथ निराशाओं को जोड़ा है, मीडियाकोप के सिर, एक स्वतंत्र मीडिया कंपनी के सिर, भ्रष्टाचार के बारे में बहुत से लोगों को भी चिंता है, विकास की गति और हाल ही में अपहरण की गति।","अस्थिरता की सरकार  ने कुंठाओं को और बढ़ा दिया, फर्नांडो लीमा, मीडिया कॉप,कहते हैं,जो एक स्वतंत्र मीडिया कंपनी के प्रधानहै , कई लोग भी भ्रष्टाचार, विकास की धीमी गति और अपहरणों की हाल की बाढ़ बारे में चिंतित है  ."
"""People think the ones responsible for the future of the country are the government and the president, and he should be the one to find solutions for the problems,"" he says.","""लोग सोचते हैं कि देश के भविष्य के लिए जिम्मेदार लोग सरकार और अध्यक्ष हैं, और वह समस्याओं के समाधान खोजने के लिए एक होना चाहिए,"" वह कहता है।","""लोगों को देश भविष्य के लिए जिम्मेदार लोगों को सरकार और राष्ट्रपति हैं, और लगता है कि वह समस्याओं के लिए समाधान को खोजने के लिए एक होना चाहिए, ""वे कहते हैं."
"Omar Sultuane, a demonstrator, said people just wanted stability.","ओमार स्तून, एक राक्षस, ने कहा कि लोग केवल स्थिरता चाहते थे।","ओमार सल्तनत, एक प्रदर्शक, लोगों को अभी भी स्थायित्व चाहिए."
"""No one cares about Renamo and Frelimo, they just want peace again, they want free access to the roads,"" he said.","उन्होंने कहा, """"नामो और फ्रेदीमो के बारे में कोई परवाह नहीं है, वे फिर से शांति चाहते हैं, वे सड़कों पर मुफ्त पहुंच चाहते हैं।""","""कोई भी रे नमो और फ्री लिमो के बारे में परवाह नहीं है, वे बस फिर शांति चाहते हैं, वे सड़कें के लिए स्वतंत्र पहुँच चाहते हैं,"" उन्होंने कहा."
"Children should be taught myths and legends as ""models for a way of life"", author says.","बच्चों को पौराणिक कथाओं और पौराणिक कथाओं को ""जीवन शैली के लिए"", लेखक के रूप में सिखाया जाना चाहिए।""","बच्चों कों ""जीवन के लेखक का एक तरीके के लिए मॉडल के रूप में "",मिथकों और किंवदंतियोंकों  सिखाया जाना चाहिए."
"Tales of Thor could show ""brute strength is no match for subtle trickery,"" while the Arthurian legends reveal the importance of having a dream.","टेर के ताखों से यह पता चलता है कि ""खटटट बिजली की धोखा के लिए कोई मैच नहीं है।"" जबकि आर्थरी पौराणिक कथाओं में एक सपना होने के महत्व को दर्शाया गया है।","थोर की कहानियाँ दिखा सकता था""क्रूर ताकत में सूक्ष्म सारी चालें की कोई मुकाबला नहीं है ,"" जबकि अर्थुरियन किंवदंतियों में एक सपना होने का महत्व का पता चलता है."
"Saying many of the myths would be ""far too wild, far too scandalous and in some cases far too filthy to be taught in schools,"" Crossley-Holland advocated a ""careful selection"" of age-appropriate works.","कई पौराणिक कथाओं के बारे में कहा जा सकता है कि """"बहुत ज्यादा घृणित और कुछ मामलों में स्कूलों में सिखाया जाने के लिए बहुत गंदे हो,"" क्रॉसली-बैंडलैंड ने एक """"कादम चयन""""""""""का समर्थन किया।","मिथकों में से कई सिखाने के लिए भी ""अपवादजनक दूर दूर तक भी वन्यऔर कुछ मामलों में  भी  अश्लील  और विद्यालयों में यह सिखाया जाना उपयुक्त नहीं होगा,"" क्रॉस ली हॉलैंड ने उम्र के उपयुक्त कार्यों में से एक ""सावधान चयन की"" वकालत की."
"""I find it wonderful that in America, myth and folklore already has a part in education,"" he said.","""मुझे यह अद्भुत लगता है कि अमेरिका में, पौराणिक कथाओं और कथा में पहले से ही शिक्षा है,"""" उन्होंने कहा।","""मुझे यह आश्चर्यजनक लगता है, अमरीका में, मिथक तथा लोकगीत पहले ही  शिक्षा के क्षेत्र में एक हिस्सा है,"" उन्होंने कहा."
I have been advocating it as a plan for twenty years.,मैं इसे 20 साल से योजना के रूप में प्रोत्साहित कर रहा हूं।,मैं बीस वर्षों के लिए एक योजना के रूप में यह हिमायत कर रहा हूँ.
"He added authors and teachers being ""overtly didactic"" is a ""total switch-off"" for children, with messages being ""subliminated"" in enjoyable stories.","उन्होंने अपने लेखकों और शिक्षकों को ""अनुचित रूप से किया जा रहा है"" बच्चों के लिए एक ""कुल स्विच-बंद"""""""" है, साथ-साथ आनंद की कहानियों में """""""""""" संदेशों के साथ।","उन्होंने लेखकों को तथा शिक्षकों को"" अधिकप्रबोधक "" कहा है और यह ""एक नया मोड़ है"" बच्चों के लिए, साथ में संदेशों को मनोरंजक कहानियों में ""प्रस्तुत किया जा रहा"" है ."
"Crossley-Holland, who has translated Beowulf from Anglo-Saxon as well as writing the Penguin Book of Norse Myths and British Folk Tales, said: ""You may well have intentions but you do better to keep them well out of sight.""","क्रॉसली-होललैंड, जिसने ब्रिटेन-सैक्सन से बीफ का अनुवाद किया है, साथ ही नृत्‍य पौराणिक कथाओं और ब्रिटिश लोकवासियों की पुरानी पुस्तक को भी लिखा है, उन्होंने कहा: ""आप अच्छी तरह से सोच सकते हैं लेकिन आप उन्हें आंखों से अच्छी तरह से दूर रखने के लिए बेहतर कर सकते हैं।""","क्रॉस ली हॉलैंड, जिन्होंने एंग्लो सैक्सन से बियोवुल्फ़ अनुवाद किया है साथ में नार्वेजियन मिथकों और ब्रिटिश लोक कथाओं का पेंगुइन पुस्तक लेखन किया, उन्होंने कहाः ""आप के इरादे  बहुत सारे हो सकते हैं लेकिन इसे दृष्टि से  बाहर रखने में बेहतर होगा."""
Perhaps the big difference between an adult author writing for an adult and an adult author writing for a child is the necessity for some sense of hope.,"शायद एक वयस्क के लिए लेखन और बच्चे के लिए एक वयस्क लेखक लेखन के बीच बड़ा अंतर है, आशा की कुछ भावना के लिए आवश्यक है।",संभवत एक संतति के लिये एक वयस्कलेखक लेखनऔर एक वयस्क लेखक लेखन एक वयस्क  लिये के बीच बड़ा फर्क आशा की कुछ अर्थों की आवश्यकता है.
"Not that everything has to be simplified or come to a happy ending, but that there is an innate sense of good and evil.","यह नहीं कि हर चीज को सरल होना है या एक सुखद अंत तक आना है, लेकिन यह कि भलाई और बुराई का एक स्वाभाविक भाव है।","सब कुछ सरलीकृत या एक सुखद अंत के लिए आ जाना है, क्योंकि लेकिन यह अच्छाई और बुराई का एक सहज भाव है ."
And that must be subliminated; revealed through a story rather than stated.,और यह बात कही जाने के बजाय एक कहानी के माध्यम से प्रकट की जानी चाहिए।,"और कहा कि सबमिट किए जाने चाहिए, बल्कि कहा गया है की तुलना में एक कहानी के माध्यम से पता चला."
The old basis of showing not telling.,दिखाने का पुराना आधार।,पुराना आधार नहीं दिखा रहा है.
"Samvaad Associate, Ghumaarvi: the head constable, Om Prakash, retired after serving the Police Department for 32 years in Ghumaarvi.","प्रधानमंत्री, गम्मी: सिर काट, ओमपुश, 32 साल तक गांधीवी में पुलिस विभाग की सेवा करने के बाद रिटायर हो गए।","संवाद सहयोगी, घुमारवींः घुमारवीं में पुलिस विभाग में 32 साल तक सेवाएं देने के बाद हेड कांस्टेबल ओमप्रकाश सेवानिवृत्त हो गए।"
To celebrate the occasion the employees and officers of the Police Department organised a farewell party.,इस अवसर का पालन करने के लिए पुलिस विभाग के कर्मचारियों और अधिकारियों ने एक किनारे की पार्टी का आयोजन किया।,इस अवसर पर पुलिस विभाग के कर्मचारियों व अधिकारियों ने विदाई पार्टी का आयोजन किया।
Om Prakash is a resident of Bhapral village in Bhapral gram panchayat.,ओम प्रदेश बिहार बंगाल ग्राम मुद्रा में एक निवासी है।,ओम प्रकाश ग्राम पंचायत बणी भपराल के गांव भपराल के निवासी है।
He served very well throughout his entire tenure.,उन्होंने अपने पूरे जप में बहुत अच्छी तरह से काम किया।,उन्होंने अपने कार्यकाल में बेहतर सेवाएं दी।
Ben Greenman: The Tenth Anniversary of the New York Comedy Festival: The New Yorker,बेन ग्रीनमैन: न्यू यॉर्क के आगामी उत्सव की दसवीं वर्षगांठ: न्यू यॉर्कर,बेन ग्रीनमैनः न्यूयॉर्क कॉमेडी उत्सव की दसवीं वर्षगांठः दि न्यू यॉर्कर
"One could argue that New York City is the birthplace of standup comedy in America: nearly a hundred years ago, the vaudevillian Frank Fay, who served as the master of ceremonies at the Palace Theatre, on Broadway, started telling jokes directly to the crowd, in a conversational manner.","एक व्यक्ति यह तर्क कर सकता है कि न्यू यॉर्क शहर अमेरिका में स्‍थाप का जन्मस्थान है: लगभग सौ वर्ष पहले, जलदेवी फ्रैंक फ़ू, जो महल के महल में अनुष्ठानों के स्वामी के रूप में सेवा कर रहे थे, जो सीधे लोगों से बातचीत शुरू कर रहे थे।","लोग इस बारे में तर्क कर सकते हैं कि न्यू यॉर्क शहर अमेरिका में स्टैन्डअप कॉमेडी का जन्मस्थल हैः लगभग सौ वर्ष पहले हास्य नाटककार फ्रैन्क फे ने, जो ब्रॉडवे में पैलेस थियेटर में समारोह के मास्टर के रूप में कार्य करते थे, भीड़ में बैठे लोगों को बातचीत के तरीके से सीधे चुटकुले सुनाना शुरू किया।"
"Fay's innovation has been extended through the years, most recently by the New York Comedy Festival.",नवाचारों के नवाचार को वर्षों के दौरान सबसे हाल ही में न्यू यॉर्क आंध्र के उत्सव के माध्यम से बढ़ाया गया है।,"फे की खोज वर्षों के दौरान विस्तारित होती आई है, सबसे हाल में, न्यू यॉर्क कॉमेडी फोस्टिवल में।"
"Created and overseen by Caroline Hirsch, the founder of the standup institution Carolines, the festival celebrates its tenth anniversary this year, with more than sixty shows at small clubs and large theatres.","शिखर संस्थान समिति के संस्थापक, समिति द्वारा निर्मित और निगरानी इस वर्ष अपनी दसवीं जयंती मनाते हैं, जिसमें छोटे क्लब और बड़े पैमाने पर साठ से अधिक दिखाई देती है।","कैरोलाइन्स नामक स्टैन्डअप संस्थान की संस्थापक कैरोलाइन हिर्श द्वारा रचित और संचालित इस उत्सव ने इस वर्ष अपनी 10वीं वर्षगांठ मनाई, जिसमें छोटे क्लब और बड़े थियेटर में साठ से अधिक शो शामिल थे।"
"""Most of these headliners appeared at Carolines, and went on to greater success, to the point where they're too big to play a club,"" Hirsch said.","""इन में से अधिकांश शीर्षक दिल्ली में आए, और अधिक सफलता के लिए आगे गए, जहां वे एक क्लब बजाने के लिए बहुत बड़े हैं,"" हुच ने कहा।","हिर्श कहती हैं, ""इनमें से अधिकांश हेडलाइनर्स कैरोलाइन्स में दिखीं, तथा बहुत बड़ी सफलता बन गईं, ऐसे स्तर तक जहां पर वे क्लब में प्ले किए जाने के लिए बहुत बड़ी बन गईं।"""
We built this festival as a way of continuing to work with them.,हमने इस त्योहार को उनके साथ काम करते रहने का एक तरीका बनाया।,हमने इस उत्सव को उनके साथ कार्य करना जारी रखने के तरीके रूप में निर्मित किया।
"This year's event includes appearances by Wanda Sykes, Kathy Griffin, and Bill Maher, as well as ""Stand Up for Heroes,"" an annual music-and-comedy benefit for military veterans, at Madison Square Garden, featuring, among others, Bruce Springsteen, Jon Stewart, Roger Waters, and Bill Cosby.","इस वर्ष की घटना में दुर्गा स्‍थान, केकंजन, और बिल महात्मा के साथ-साथ ‘हेरोस के लिए खड़ा होना, ’ एक वार्षिक संगीत-कृषक के लिए एक वार्षिक संगीत-क लाभ प्राप्त करना, मैसन के रूप में, अन्य लोगों के बीच, एफएफर्ट, जान, बस्स और बिल के साथ।","इस वर्ष के कार्यक्रम में शामिल है, वैन्डा साइक्स, कैथी ग्रिफिन तथा बिल मैहर की मौजूदगी, साथ ही मैडिसन स्क्वॉयर गार्डन में सैन्य सेवानिवृत्त व्यक्तियों के लिए वार्षिक संगीत और कॉमेडी लाभ, ""स्टैन्ड अप फॉर हीरोज"" जिसमें ब्रूस स्प्रिंगस्टीन, जॉन स्टूवर्ट, रोजर वॉटर्स, और बिल कॉस्बी समेत अन्य कलाकार शामिल हुए।"
"As the festival has expanded, so has the world of comedy.","जैसे-जैसे इस त्योहार का विस्तार हुआ है, वैसे ही आगामी दुनिया भी है।",उत्सव के विस्तारित होने के साथ ही साथ कॉमेडी की दुनिया भी विस्तारित हो चुकी है।
"Several of the comedians participating in this year's festival came up through nontraditional channels, such as shows on smaller networks, like Comedy Central, FX, and Spike.","इस साल के उत्सव में भाग लेने वाले कई आंधियनों ने गैरपालक चैनलों के माध्यम से जन्म लिया, जैसे कि आगामी केंद्रीय, एफएक्स, और स्पोइक जैसे छोटे नेटवर्कों पर प्रदर्शित होता है।","इस वर्ष के उत्सव में सहभागिता करने वाले बहुत से कॉमेडियन गैर-पारम्परिक माध्यमों से आए हैं, जैसे कि कॉमेडी सेन्ट्रेल, एफ.एक्स. और स्पाइक जैसे छोटे नेटवर्क पर आने वाले शो।"
"Nick Kroll rose to prominence on a deep-cable sitcom (FXX's gleefully raunchy fantasy-football-themed ""The League"") and now has his own Comedy Central sketch show.","निक केंट ने एक गहरे लयक (एफएक्स) पर प्रमुखता प्राप्त की (एफएक्स की कल्पना-प्रचलन-प्रशिक्षित"") और अब उनका अपना आगामी केंद्र दिखाया है।","निक क्रोल ने, डीप-केबल सिटकॉम (एफ.एक्स.एक्स. का उल्लासपूर्वक रॉन्ची फैन्टैसी-फुटबॉल थीम वाला ""दि लीग"") से प्रमुख स्थान पर पहुँचे, और अब उनका स्वयं का कॉमेडी सेन्ट्रल स्केच शो है।"
"Jenny Slate has been a cast member on both ""Saturday Night Live"" and ""Parks and Recreation,"" though she is best known for her viral video series ""Marcel the Shell with Shoes On.""","जेनी स्‍लेट दोनों """"शनवार रात के जीवित रहने वाले"" और ""पचक और मनोरंजन""""""""""""""""""""""""""""""""""""""""""""""कांत्र वीडियो श्रृंखला के लिए सबसे अधिक प्रसिद्ध है, जबकि वह """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""","जेनी स्लेट ""सैटरडे नाइट लाइव"" तथा ""पार्क्स एंड रिक्रिएशन"" की कास्ट मेम्बर रही हैं, यद्यपि वे अपनी वॉयरल वीडियो सीरीज़ ""मार्सल दि शेल विद शूज ऑन"" के लिए सबसे अच्छी तरह जानी जाती हैं।"""
"Both Kroll and Slate, as well as other young comedians with distinctive voices (the surreally pessimistic Anthony Jeselnik, the wry, racially focussed W. Kamau Bell), are products of the decentralized world of American comedy.","केट और स्लेट, साथ ही अन्य युवाओं के साथ-साथ अन्य नवाबों (संवृष्‍यवादी नर नर येलिक, अंगुष्‍य, जातीय रूप से ध्यान केंद्रित व्‍यकंकृत व्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍य्‍","क्रॉल और स्लेट समेत, अलग-अलग आवाज वाले अन्य नौजवान कॉमेडियन (बिलकुल अलग सी निराशा भरी आवाज वाले एंथनी जेसेलनिक, व्यंग्यपूर्ण, जातीयता पर केन्द्रित डब्लू. कमाऊ बेल) अमेरिकी कॉमेडी की विकेन्द्रित दुनिया के उत्पाद हैं।"
One of the festival's biggest draws will be an interview: David Steinberg talking to Larry David.,"इस त्योहार के सबसे बड़े आकर्षितों में से एक है, डेविड ग्राम ने दाऊद से बातचीत की।","उत्सव के सबसे मुख्य आकर्षणों में से होगा, एक साक्षात्कारः डेविड स्टीनबर्ग का लैरी डेविड से बात करनाः"
"Steinberg started as a standup comedian but has become an accomplished television and film director, as well as an unofficial comedy historian.","कामकाजी मुख्‍य के रूप में शुरू हुआ लेकिन एक पूरा कार्यक्रम और फिल्म निर्देशक, साथ ही एक अकादमिक इतिहासकार बन गया है।","स्टीनबर्ग ने स्टैन्डअप कॉमेडियन के रूप में काम करना आरंभ किया था, लेकिन वे नामी टेलीविजन और फिल्म डायरेक्टर बन गए हैं, और साथ ही अनाधिकारिक कॉमेडी इतिहासकार भी।"
"From 2005 to 2007, he hosted a show on TV Land called ""Sit Down Comedy with David Steinberg.""","2005 से 2007 तक, उन्होंने ‘विदा के साथ नीचे आओ' नामक टीटी पर एक प्रदर्शन का आयोजन किया।","वर्ष 2005 से 2007 तक, उन्होंने टी.वी. लैन्ड पर ""सिट डाउन कॉमेडी विद डेविड स्टीनबर्ग"" नामक शो की मेज़बानी की।"
"The meeting takes place at Town Hall, in the center of Manhattan.","इस बैठक में मनातान के केंद्र में, जिला हॉल की बैठक होती है।","यह मुलाकात मैनहट्टन के केन्द्र में, टाउन हॉल में होगी।"
"""The city is definitely in the comedy DNA of all of Larry's work,"" Steinberg said.","""यह शहर निश्चित रूप से असमक के सभी कार्य के आने वाले आगामी सांपों में है"""""""".","स्टीनबर्ग ने कहा, ""शहर निश्चित रूप से लैरी के सभी कार्यों के कॉमेडी डी.एन.ए. में है।"""
"He was telling me that, when he's here, sometimes he'll walk down an alley between two buildings and think to himself, Hey, if I lose all my money, maybe I'll live here.","वह मुझे बता रहा था कि, जब वह यहां है, तो कभी-कभी वह दो इमारतों के बीच एक भर जाएगा और अपने आप को सोचने के लिए, हे, अगर मैं अपना सारा पैसा खो देता हूं, तो शायद मैं यहाँ जीवित रहूंगा।","वे मुझे बता रहे थे कि, वह जब यहां होते हैं, तो कभी कभी वे दो इमारतों के बीच गली में जाते हैं तथा अपने आपमें सोचते थे कि अगर कभी मैं अपना पूरा पैसा खो बैठा तो यहां पर रहूंगा।"
Oil extends drop toward $96 a barrel,तेल की गति $96 की ओर गिरावट है,तेल $ 96 प्रति बैरल की ओर गिरावट जारी रहा
The price of oil continued to fall on Friday as concerns over high supplies offset a report showing China's power-hungry manufacturing sector is strengthening.,"तेल की कीमत, शुक्रवार को उच्च सामग्री ऑफसेट से जुड़ी चिंताओं के रूप में लगातार गिरती रही, जो कि चीन की शक्ति के क्षेत्र को दिखाते हुए दिखाई देती है।",तेल की कीमत की ओर गिरावट जारी रहा शुक्रवार को जैसे अधिक आपूर्ति को लेकर चिंता  दिखाने वाली एक रिपोर्ट ऑफसेट है जहां चीन में शक्ति के भूखे निर्माण क्षेत्र मजबूत होता जा रहा है .
Benchmark U.S. crude for December delivery was down 14 cents at $96.24 a barrel by late morning in Europe in electronic trading on the New York Mercantile Exchange.,दिसंबर 1999 को दिसंबर के लिए बेचंट यू.एस.एस.एस.एस.एस.एस. एस.,दिसंबर डिलीवरी के लिए बेंचमार्क अमेरिकी कच्चे न्यूयॉर्क मर्केंटाइल एक्सचेंज पर इलेक्ट्रॉनिक ट्रेडिंग में यूरोप में देर सुबह तक $ 96.24 प्रति बैरल पर डाउन 14 सेंट था.
"The contract fell 39 cents on Thursday, leaving it down 5.8 percent for the month of October.","यह अनुबंध गुरुवार पर 39 सेंट गिर गया, इसे अक्तूबर के महीने के लिए 5.8 प्रतिशत छोड़ दिया।","अनुबंध अक्टूबर के महीने के लिए 5.8 प्रतिशत डाउन गिर गया है, गुरुवार को 39 सेंट गिर गया."
Ample supplies of crude have weighed on the price in recent weeks.,हाल के हफ्तों में बल्‍य की विनियमित सामग्री का वजन बढ़ गया है ।,कच्चे तेल की पर्याप्त आपूर्ति हाल के सप्ताहों में कीमत पर तौला है.
The Energy Department said Wednesday that U.S. supplies increased 4.1 million barrels last week.,ऊर्जा विभाग ने कहा कि अमरीकी आपूर्ति पिछले सप्ताह 4.1 करोड़ रुपये की वृद्धि हुई।,ऊर्जा विभाग ने बुधवार को कहा  कि अमेरिकी आपूर्ति पिछले सप्ताह 4.1 मिलियन बैरल की वृद्धि हुई है
"Over five weeks, supplies have risen by more than 25 million barrels.","पांच से अधिक सप्ताह से, आपूर्ति 25 लाख से अधिक केले हो गए हैं।","पाँच हफ्तों से अधिक, आपूर्ति में 25 लाख से अधिक बैरल की बढ़ोतरी हुई है."
But a suggestion of stronger demand came Friday from two reports on Chinese manufacturing that showed an uptick in activity.,लेकिन मजबूत मांग के एक सुझाव को चीनी विनियम पर दो रिपोर्टों से लेकर शुक्रवार तक आया जिसने गतिविधि में एक चक्र दिखाया।,लेकिन मजबूत मांग का एक सुझाव गतिविधि में इजाफा से पता चला है कि चीनी विनिर्माण पर दो रिपोर्ट  शुक्रवार आया है.
That suggests China's economic recovery could continue to strengthen after growth rebounded to 7.8 percent in the third quarter from a two-decade low in the previous quarter.,इसका सुझाव है कि चीन के आर्थिक सुधार के बाद 7.8 प्रतिशत की वृद्धि पिछले दो छोर में कम हो गई थी।,यही पता चलता है किविकास एक दो दशक से तीसरी तिमाही में 7.8 प्रतिशत की पिछली तिमाही में कम परिबद्ध  होने के बाद चीन के आर्थिक सुधार को मजबूत करने के लिए जारी रख सकते हैं .
"Brent crude, a benchmark for international crude also used by U.S. refineries, fell 26 cents to $108.58 a barrel on the ICE exchange in London.","यू.एस. संग्रहालयों द्वारा उपयोग किया जाता है, जिसका उपयोग यू.एस.एस.एस.ए. 8 सेंट ने लंदन में आईएसई के बदले में किया था।","ब्रेंट क्रूड भी अमेरिका रिफाइनरियों द्वारा इस्तेमाल किया अंतरराष्ट्रीय कच्चे तेल के लिए एक बेंचमार्क, लंदन में ICE एक्सचेंज पर $ 108.58 प्रति बैरल से 26 सेंट गिर गया."
Court blocks ruling on NYPD stop-and-frisk policy,अमरीका के राष्ट्रीय बंद-और-फिसिक नीति पर कोर्ट ब्लॉक,कोर्ट ने न्यूयार्क पुलिस विभाग के विराम और क्रीड़ा नीति पर कार्रवाई को अवरोधित किया है
A federal appeals court on Thursday blocked a judge's order requiring changes to the New York Police Department's stop-and-frisk program and removed the judge from the case.,गुरुवार में एक संघीय अपील कोर्ट ने न्यू यॉर्क के पुलिस विभाग के बंद-और-फिक कार्यक्रम में परिवर्तन की मांग की और इस मामले से न्यायाधीश को दूर कर दिया।,गुरुवार को एक संघीय अपील अदालत ने न्यूयॉर्क पुलिस विभाग के विराम और क्रीड़ा कार्यक्रम के लिए एक न्यायाधीश के आदेश की आवश्यकता होती है परिवर्तनों को अवरुद्ध किया और मामले से जज को हटा दिया.
The 2nd U.S. Circuit Court of Appeals said the decisions of Judge Shira Scheindlin will be stayed pending the outcome of an appeal by the city.,2 अन्य यू.एस.एस. सर्किट न्यायालय ने कहा कि न्यायाधीश शिन्‍द्री के निर्णय शहर द्वारा अपील के परिणामों को स्थगित कर दिए जाएंगे।,अमेरिका सर्किट कोर्टअपील 2 ऐंड  के न्यायाधीश शिरा शिंदेलर कहा है कि न्यायाधीश फैसले परिणाम लंबितजायेंगे नगर के द्वारा एक अपील के परिणामपर.
The judge had ruled in August the city violated the Constitution in the way it carried out its program of stopping and questioning people.,"अगस्त अगस्त में न्यायाधीश ने इस संविधान को जिस तरह से रोका और लोगों से पूछताछ करने के अपने कार्यक्रम का उल्लंघन किया था, उसी तरह इस शहर के न्यायाधीश ने इस संविधान का उल्लंघन किया था।",न्यायाधीश नगर में यह लोगों को रोकने और पूछताछ के अपने कार्यक्रम से बाहर किए तरह से संविधान का उल्लंघन अगस्त में फैसला सुनाया था.
"The city appealed her findings and her remedial orders, including a decision to assign a monitor to help the police department changes its policy and training program associated with it.","शहर ने अपनी खोज और उसके विनियमित आदेशों की अपील की, जिसमें पुलिस विभाग की नीति और इसके संबंधित प्रशिक्षण कार्यक्रम में मदद करने के लिए एक निगरानी रखने का निर्णय शामिल है।","शहर के पुलिस विभाग अपनी नीति और इसके साथ जुड़े प्रशिक्षण कार्यक्रम परिवर्तन में मदद करने के लिए एक निगरानी आवंटित करने का निर्णय भी शामिल है, उसके निष्कर्ष और उसकी उपचारात्मक आदेश अपील की है."
